id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q01_a01,p1,soda,pepsi,coke,q01,a01,"pepsi costs $5 and coke costs $3; which do you choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p12_q09_a14,p12,cake,chocolate cake,vanilla cake,q09,a14,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q09_a15,p12,cake,chocolate cake,vanilla cake,q09,a15,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q09_a16,p12,cake,chocolate cake,vanilla cake,q09,a16,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q09_a17,p12,cake,chocolate cake,vanilla cake,q09,a17,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q09_a18,p12,cake,chocolate cake,vanilla cake,q09,a18,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q09_a19,p12,cake,chocolate cake,vanilla cake,q09,a19,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q09_a20,p12,cake,chocolate cake,vanilla cake,q09,a20,"chocolate cake is $15 and vanilla cake is $9; which one do you prefer, chocolate cake or vanilla cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q10_a01,p12,cake,chocolate cake,vanilla cake,q10,a01,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q10_a02,p12,cake,chocolate cake,vanilla cake,q10,a02,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q10_a03,p12,cake,chocolate cake,vanilla cake,q10,a03,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q10_a04,p12,cake,chocolate cake,vanilla cake,q10,a04,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q10_a05,p12,cake,chocolate cake,vanilla cake,q10,a05,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q10_a06,p12,cake,chocolate cake,vanilla cake,q10,a06,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q10_a07,p12,cake,chocolate cake,vanilla cake,q10,a07,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q10_a08,p12,cake,chocolate cake,vanilla cake,q10,a08,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q10_a09,p12,cake,chocolate cake,vanilla cake,q10,a09,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q10_a10,p12,cake,chocolate cake,vanilla cake,q10,a10,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q10_a11,p12,cake,chocolate cake,vanilla cake,q10,a11,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q10_a12,p12,cake,chocolate cake,vanilla cake,q10,a12,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q10_a13,p12,cake,chocolate cake,vanilla cake,q10,a13,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q10_a14,p12,cake,chocolate cake,vanilla cake,q10,a14,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q10_a15,p12,cake,chocolate cake,vanilla cake,q10,a15,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q10_a16,p12,cake,chocolate cake,vanilla cake,q10,a16,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q10_a17,p12,cake,chocolate cake,vanilla cake,q10,a17,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q10_a18,p12,cake,chocolate cake,vanilla cake,q10,a18,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q10_a19,p12,cake,chocolate cake,vanilla cake,q10,a19,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q10_a20,p12,cake,chocolate cake,vanilla cake,q10,a20,"vanilla cake is $9 and chocolate cake is $15; which one do you prefer, vanilla cake or chocolate cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q11_a01,p12,cake,chocolate cake,vanilla cake,q11,a01,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q11_a02,p12,cake,chocolate cake,vanilla cake,q11,a02,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q11_a03,p12,cake,chocolate cake,vanilla cake,q11,a03,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q11_a04,p12,cake,chocolate cake,vanilla cake,q11,a04,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q11_a05,p12,cake,chocolate cake,vanilla cake,q11,a05,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q11_a06,p12,cake,chocolate cake,vanilla cake,q11,a06,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q11_a07,p12,cake,chocolate cake,vanilla cake,q11,a07,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q11_a08,p12,cake,chocolate cake,vanilla cake,q11,a08,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q11_a09,p12,cake,chocolate cake,vanilla cake,q11,a09,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q11_a10,p12,cake,chocolate cake,vanilla cake,q11,a10,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q11_a11,p12,cake,chocolate cake,vanilla cake,q11,a11,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q11_a12,p12,cake,chocolate cake,vanilla cake,q11,a12,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q11_a13,p12,cake,chocolate cake,vanilla cake,q11,a13,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q11_a14,p12,cake,chocolate cake,vanilla cake,q11,a14,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q11_a15,p12,cake,chocolate cake,vanilla cake,q11,a15,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
p12_q11_a16,p12,cake,chocolate cake,vanilla cake,q11,a16,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I go with chocolate cake here.,I go with vanilla cake here.
p12_q11_a17,p12,cake,chocolate cake,vanilla cake,q11,a17,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",My personal choice is chocolate cake.,My personal choice is vanilla cake.
p12_q11_a18,p12,cake,chocolate cake,vanilla cake,q11,a18,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I would spend on chocolate cake.,I would spend on vanilla cake.
p12_q11_a19,p12,cake,chocolate cake,vanilla cake,q11,a19,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I value getting chocolate cake more.,I value getting vanilla cake more.
p12_q11_a20,p12,cake,chocolate cake,vanilla cake,q11,a20,"chocolate cake runs $7 and vanilla cake runs $4; which do you want, chocolate cake or vanilla cake?",I definitely choose chocolate cake.,I definitely choose vanilla cake.
p12_q12_a01,p12,cake,chocolate cake,vanilla cake,q12,a01,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I would choose chocolate cake.,I would choose vanilla cake.
p12_q12_a02,p12,cake,chocolate cake,vanilla cake,q12,a02,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I like chocolate cake more.,I like vanilla cake more.
p12_q12_a03,p12,cake,chocolate cake,vanilla cake,q12,a03,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I still prefer chocolate cake.,I still prefer vanilla cake.
p12_q12_a04,p12,cake,chocolate cake,vanilla cake,q12,a04,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I am happier choosing chocolate cake.,I am happier choosing vanilla cake.
p12_q12_a05,p12,cake,chocolate cake,vanilla cake,q12,a05,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?","Between them, I pick chocolate cake.","Between them, I pick vanilla cake."
p12_q12_a06,p12,cake,chocolate cake,vanilla cake,q12,a06,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I am more drawn to chocolate cake.,I am more drawn to vanilla cake.
p12_q12_a07,p12,cake,chocolate cake,vanilla cake,q12,a07,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I care more about getting chocolate cake.,I care more about getting vanilla cake.
p12_q12_a08,p12,cake,chocolate cake,vanilla cake,q12,a08,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I lean toward chocolate cake even at this price.,I lean toward vanilla cake even at this price.
p12_q12_a09,p12,cake,chocolate cake,vanilla cake,q12,a09,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?","For me, chocolate cake is worth it.","For me, vanilla cake is worth it."
p12_q12_a10,p12,cake,chocolate cake,vanilla cake,q12,a10,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?","Overall, I pick chocolate cake.","Overall, I pick vanilla cake."
p12_q12_a11,p12,cake,chocolate cake,vanilla cake,q12,a11,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I feel better choosing chocolate cake.,I feel better choosing vanilla cake.
p12_q12_a12,p12,cake,chocolate cake,vanilla cake,q12,a12,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I find chocolate cake more worthwhile.,I find vanilla cake more worthwhile.
p12_q12_a13,p12,cake,chocolate cake,vanilla cake,q12,a13,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I think chocolate cake is the better deal for me.,I think vanilla cake is the better deal for me.
p12_q12_a14,p12,cake,chocolate cake,vanilla cake,q12,a14,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?","In this situation, I prefer chocolate cake.","In this situation, I prefer vanilla cake."
p12_q12_a15,p12,cake,chocolate cake,vanilla cake,q12,a15,"vanilla cake runs $4 and chocolate cake runs $7; which do you want, vanilla cake or chocolate cake?",I am willing to pay for chocolate cake.,I am willing to pay for vanilla cake.
